model,image_idx,y_true,k_total,winning_corruption,phase1_l2,phase1_queries,phase1_ssim,phase1_mse,phase1_linf,best_l2,final_l2,final_label,final_ssim,final_mse,final_linf,IR_phase3,n_gens,queries_phase3,q_offspring_eval,q_xi_shrink,q_theta_bs,runtime_sec
standard,152,9,14,fractal_random,0.9615307323528367,128,0.9721686244010925,0.00030095747046190833,0.06290075182914734,0.7912231852361483,0.8005360194193857,8,0.9816279411315918,0.00020861260630107426,0.0652233362197876,0.17712127276467904,17,1899,946,17,936,8.922933578491211
robust,152,9,14,blur,1.8073458367875916,137,0.8983860611915588,0.001063313468018698,0.14455223083496094,1.5621909520298165,1.5667048963805863,6,0.9485136866569519,0.0007990118178775348,0.16964560747146606,0.13564359391975458,17,1879,952,17,910,10.100824117660522
standard,153,8,14,fractal_random,0.4336447107117171,125,0.9959524273872375,6.12134554453935e-05,0.027639716863632202,0.40644639328166227,0.40868670965763076,2,0.9966065287590027,5.437006073678995e-05,0.03381913900375366,0.0627202794320165,17,1902,949,17,936,7.883328676223755
robust,153,8,14,fractal_random,7.054792053632245,49,0.4884125292301178,0.01620120147135179,0.7049743458628654,4.645153621345406,4.645153621345406,4,0.7771751880645752,0.007023910216434997,0.35940831899642944,0.34156051857633535,20,1967,1120,93,754,8.225479125976562
standard,154,9,14,blur,4.048268237783289,136,0.8333156704902649,0.005334790275079761,0.29420578479766846,3.0328093099661064,3.076785099567683,6,0.9182710647583008,0.003081577632956358,0.20805507898330688,0.25083785662711366,17,1891,912,17,962,7.399643182754517
robust,154,9,14,blur,4.974325734730561,97,0.7367971539497375,0.008054660323959224,0.3589099645614624,4.4515919156197885,4.4515919156197885,4,0.8109252452850342,0.006450739081454972,0.32824477180838585,0.10508636687401957,16,1930,867,49,1014,8.244582414627075
standard,155,9,14,blur,2.781274541512307,87,0.9246960282325745,0.0025180625245001605,0.2051829993724823,2.5977023640801145,2.5977023640801145,9,0.9341841340065002,0.0021966333239963366,0.18248358368873596,0.0660028971222581,2,1939,112,1749,78,8.000908613204956
robust,155,9,14,blur,7.56515486595518,72,0.5637672543525696,0.018630067755822072,0.4219488948583603,7.5477305074070555,7.953082109277708,8,0.6196608543395996,0.0205896858856976,0.37923793494701385,0.0023032388439974947,14,1932,784,56,1092,8.567282438278198
standard,156,3,14,jpeg,2.7907002606248423,91,0.8589062094688416,0.002535158836149597,0.24810349941253662,1.8828002739562262,1.885737524958521,6,0.9111055731773376,0.0011575540234358525,0.1313839554786682,0.3253305270646787,21,1936,1145,63,728,8.618641376495361
robust,156,3,14,blur,4.8028402810162625,141,0.554542601108551,0.007508878504216269,0.4291684031486511,4.6708936819487334,4.683561943437695,0,0.6863676905632019,0.0071405444685282106,0.45094379782676697,0.02747261856469848,15,1865,840,63,962,9.01186990737915
standard,157,7,14,jpeg,2.880315874662767,133,0.8661678433418274,0.002700592297472116,0.19218245148658752,1.8901415958753862,1.9554155102623922,3,0.9302401542663574,0.0012446776658811616,0.13980498909950256,0.343772808912256,21,1894,1131,87,676,7.550637483596802
robust,157,7,14,blur,3.4457741023552035,138,0.8232881426811218,0.0038650257696815787,0.30905359983444214,3.0910339844472596,3.181151533544302,6,0.8763575553894043,0.0032941813709568765,0.2939373254776001,0.10294932499071176,18,1889,974,31,884,8.127285480499268
standard,158,0,14,fractal_random,1.6801923531659664,37,0.9484502673149109,0.0009189603983194621,0.1366618126630783,1.3993413120606415,1.4041548524376852,2,0.9658239483833313,0.000641813412701676,0.10756190121173859,0.16715410028864888,18,1990,958,18,1014,7.349786758422852
robust,158,0,14,blur,5.817759624150831,142,0.6119089722633362,0.011017684584765505,0.3726750910282135,5.5880904484801235,5.594846203765372,8,0.6846296787261963,0.010189552108375199,0.36013825982809067,0.039477254219527934,14,1874,784,50,1040,8.099802494049072
standard,159,0,14,fractal_random,0.7516402636360723,34,0.9498081803321838,0.00018390725453089332,0.04164557158946991,0.6440948841697162,0.6468834267411708,3,0.9650654792785645,0.00013621684571887515,0.042087920010089874,0.14308091871782327,19,1993,1064,19,910,7.808300256729126
robust,159,0,14,fractal_random,9.197678520951618,97,0.3935886323451996,0.0275381803954345,0.6389174908399582,7.330781774440934,7.330781774440934,8,0.5092664361000061,0.017493607230590662,0.4536384046077728,0.20297477697856411,19,1930,1064,112,754,8.13823676109314
standard,160,5,14,jpeg,2.9448577567172878,136,0.9341641068458557,0.0028229776065423103,0.25936459004879,2.0724431617066816,2.0724431617066816,6,0.9664697051048279,0.0013981187045805199,0.17278948426246643,0.29625016455229747,19,1891,1035,102,754,7.5748255252838135
robust,160,5,14,blur,7.014002964113804,96,0.6320045590400696,0.016014400254100666,0.4514746591448784,6.238293664007707,6.996986424148525,2,0.6851482391357422,0.01593679002161485,0.49228280410170555,0.11059437871282758,16,1926,896,120,910,8.055142164230347
standard,161,2,14,jpeg,3.483492041609311,144,0.8594711422920227,0.003950103126287568,0.42158690048381686,2.729908133975892,2.729908133975892,6,0.8957548141479492,0.002425910948133334,0.19180434569716454,0.21633002132115584,17,1856,952,20,884,7.614567518234253
robust,161,2,14,jpeg,6.27358487515468,143,0.665678083896637,0.012811805724534364,0.4708514204248786,4.292515525681655,4.294411727175488,6,0.7934858798980713,0.00600324614681003,0.30798280239105225,0.31577947678984414,18,1872,1008,32,832,8.279090404510498
standard,162,2,14,blur,1.262305090614164,130,0.9008069634437561,0.0005186894992807398,0.11510002613067627,0.7496522941317543,0.7496522941317543,3,0.9697554111480713,0.00018293573480302407,0.05233609676361084,0.40612431993994635,18,1875,1008,35,832,7.598577499389648
robust,162,2,14,blur,2.811469875446988,118,0.5360655784606934,0.002573034785333953,0.22154730558395386,0.9756538144967282,0.9843935439080493,4,0.9771604537963867,0.0003154396723123968,0.130637526512146,0.6529737618683851,19,1889,1064,19,806,8.227843761444092
standard,163,3,14,jpeg,1.878195756376552,85,0.9334161281585693,0.0011483135739814088,0.16145017743110657,1.42553529172302,1.4380901381246745,6,0.9510335326194763,0.0006732106635487515,0.098300039768219,0.24100813938948112,17,1942,946,34,962,7.501765489578247
robust,163,3,14,blur,3.9624226487356577,141,0.7801609635353088,0.005110935301827249,0.5253831669688225,3.239252122845193,3.2879362450511858,5,0.8468196392059326,0.0035190510215692334,0.454635314643383,0.1825071654386026,17,1886,933,17,936,8.191283941268921
standard,164,8,14,blur,2.183732275234155,134,0.9052972197532654,0.0015523068521807748,0.23583757132291794,2.0969340146071347,2.1090578345148483,3,0.899898111820221,0.0014479573271533343,0.24142374098300934,0.03974766577909063,16,1871,896,143,832,7.369454860687256
robust,164,8,14,fractal_random,7.734305996863263,50,0.25206270813941956,0.019472489991248385,0.5571376383304596,4.769497154179569,4.79487655422722,4,0.5202157497406006,0.007483997708468218,0.3611237984150648,0.3833322400078438,18,1953,1008,35,910,8.051995038986206
standard,165,6,14,blur,2.105914684903433,137,0.9030623435974121,0.0014436447461236748,0.21555042266845703,1.321274762441126,1.3226711712467007,2,0.9600155353546143,0.0005694853618984872,0.1272544264793396,0.3725886561725964,18,1867,1008,27,832,7.283969163894653
robust,165,6,14,blur,4.34371330600898,118,0.5679876208305359,0.006141876720312328,0.43683427572250366,4.34371330600898,4.379915697092811,6,0.5629437565803528,0.00624468145760424,0.4308215379714966,0.0,2,1908,112,1666,130,8.054271221160889
standard,166,3,14,jpeg,1.7446719113957339,84,0.9665676951408386,0.0009908463796918108,0.12258444726467133,1.2017861142992803,1.2107569069889208,5,0.9825226664543152,0.00047719150564212183,0.0762380063533783,0.3111678439656577,18,1926,1008,86,832,7.473517179489136
robust,166,3,14,blur,4.183808091123592,91,0.7258927226066589,0.005697998093538816,0.2530322000384331,2.3056075924423816,2.3287723121669277,6,0.9452444911003113,0.0017653582213769566,0.19578039646148682,0.44892128361862943,20,1936,1110,20,806,9.598219871520996
standard,167,4,14,fractal_random,0.22756682645377735,124,0.9982318878173828,1.685763688224076e-05,0.015090703964233398,0.13569087833798563,0.137383874165201,2,0.9996419548988342,6.1439878156394475e-06,0.012462794780731201,0.40373172815877567,16,1903,873,16,1014,8.918344259262085
robust,167,4,14,blur,4.870392762959006,95,0.8542675375938416,0.007721590385899565,0.3671591728925705,4.272023452738431,4.280740885435757,3,0.8794238567352295,0.0059650854506200475,0.3703684061765671,0.1228585330471451,18,1931,1008,65,858,10.581177949905396
standard,168,0,14,fractal_random,0.8558226766442709,81,0.961554229259491,0.00023842202274041804,0.05701577663421631,0.7718794591626407,0.7833172601269253,8,0.9707746505737305,0.00019973500346852187,0.052879512310028076,0.09808482501395774,19,1946,1043,19,884,7.361117839813232
robust,168,0,14,jpeg,1.3650214965643048,92,0.9348962306976318,0.0006065376582300308,0.14560920000076294,0.48852817282740973,0.48957719085177187,8,0.9937314987182617,7.802273121711513e-05,0.04152914881706238,0.6421095388922355,19,1915,1064,19,832,8.14906358718872
standard,169,5,14,blur,3.318655195562979,135,0.8379042744636536,0.0035851146832803233,0.33684758841991425,3.299074342883233,3.31561205645044,5,0.8373203873634338,0.003578542794575096,0.3347267359495163,0.005900237152062477,16,1891,896,215,780,7.399824619293213
robust,169,5,14,blur,3.771272673577818,140,0.7883796095848083,0.004629719263826428,0.3810066431760788,2.6419597053602653,2.6419597053602653,3,0.9139030575752258,0.002272119487418924,0.3710125535726547,0.29945142289225407,17,1879,952,17,910,8.139634609222412
standard,170,8,14,fractal_random,2.0185361869998846,129,0.9480829834938049,0.0013263308392669378,0.12392371892929077,0.896646051775689,0.896646051775689,6,0.9892076849937439,0.0002617103199247365,0.04132826626300812,0.5557939176169249,21,1889,1176,37,676,8.06229829788208
robust,170,8,14,fractal_random,5.715764624143554,45,0.7145460247993469,0.010634754309443653,0.4222415089607239,2.118430332330273,2.135264052820135,3,0.9547333121299744,0.0014841642435135625,0.13263338804244995,0.6293706141463624,21,1982,1129,21,832,8.428829431533813
standard,171,0,14,fractal_random,0.7927771640292609,83,0.9931797981262207,0.00020458842181193937,0.05876389145851135,0.7177834272466225,0.7196996635874162,2,0.9945316314697266,0.00016860925447704315,0.05368947982788086,0.09459623736067965,16,1926,896,16,1014,7.595700025558472
robust,171,0,14,blur,3.1235496008820416,135,0.9274374842643738,0.003175964228245561,0.2396056354045868,2.2854291279968195,2.3090200290230025,4,0.9630083441734314,0.0017355382405667326,0.19972193241119385,0.2683230875054937,17,1873,952,37,884,8.32896876335144
standard,172,1,14,jpeg,1.806411241393478,133,0.9682855010032654,0.0010622140537215909,0.17426151037216187,1.1229393033129016,1.1284144133245628,9,0.9877939224243164,0.00041449188481091655,0.09225958585739136,0.3783589929131207,19,1894,1058,30,806,7.490898132324219
robust,172,1,14,blur,4.8154257609915065,141,0.7694171071052551,0.007548282962116092,0.38992463797330856,4.320250215417414,4.320250215417414,4,0.8325479626655579,0.006075703726985787,0.3578846976161003,0.10283110365554354,18,1865,1008,51,806,8.068644523620605
standard,173,7,14,jpeg,2.397733768624254,136,0.9001234173774719,0.001871460685286806,0.18200570344924927,2.008774253507019,2.029094530980406,6,0.9224686622619629,0.0013402423695119837,0.11015534400939941,0.16221964265048822,18,1891,963,18,910,7.453670978546143
robust,173,7,14,blur,4.143417155619663,140,0.6209692358970642,0.005588510978347443,0.29028885066509247,2.9446332600603053,2.9920516576065865,6,0.8866841793060303,0.002914183961369171,0.35851746052503586,0.2893225206478336,20,1887,1071,36,780,8.278301000595093
standard,174,2,14,fractal_random,1.303647959705522,129,0.9371084570884705,0.0005532220061342351,0.082071453332901,0.9649984423510167,0.9667288952836943,3,0.9655113220214844,0.0003042203110156625,0.07363805174827576,0.2597706802924019,16,1898,894,16,988,7.5866780281066895
robust,174,2,14,blur,3.250127991989933,118,0.6250831484794617,0.003438584623800948,0.28416574001312256,0.8961618254118053,0.8961618254118053,6,0.9881709218025208,0.0002614277292836517,0.17673850059509277,0.7242687587625992,18,1884,1008,18,858,8.096405744552612
standard,175,8,14,fractal_random,2.3031567731016636,131,0.9437415599822998,0.001726735391108095,0.16093206405639648,1.4107317221530322,1.4159050561806088,6,0.9763205647468567,0.0006525999592282332,0.07490873336791992,0.3874790727974638,21,1896,1132,62,702,7.808880805969238
robust,175,8,14,fractal_random,12.655921895335936,51,0.23752832412719727,0.05213943978543089,0.8287857957184315,5.825535490551315,5.825535490551315,6,0.7381011843681335,0.011047156168938926,0.2901778221130371,0.5396988430611137,21,1976,1152,122,702,8.13344407081604
standard,176,8,14,blur,1.0604255094638875,128,0.9353525638580322,0.0003660489131255681,0.1131783127784729,0.6306679119244989,0.6412306759899362,5,0.9725410342216492,0.00013384660791888967,0.0641477108001709,0.40526901107524127,19,1899,1018,23,858,7.621025562286377
robust,176,8,14,blur,4.354100072696193,92,0.33506956696510315,0.006171284974952146,0.2839512825012207,2.58960243556336,2.5907616885051503,3,0.7487013936042786,0.002184910822095702,0.20971325039863586,0.4052496744844456,21,1915,1176,89,650,8.210403680801392
standard,177,7,14,fractal_random,0.6583684993931214,127,0.9865458011627197,0.00014109670605245785,0.049241553992033005,0.6236159993880462,0.6277086113117928,3,0.9876686930656433,0.00012826110347505333,0.04842890799045563,0.05278578795478473,16,1900,870,16,1014,7.649290323257446
robust,177,7,14,blur,9.309849669960066,97,0.48752260208129883,0.02821396512931497,0.5369713306427002,9.309849669960066,9.326681964356276,7,0.5047512650489807,0.028316079573159347,0.5752829015254974,0.0,2,1929,112,1687,130,8.170212745666504
standard,178,8,14,blur,1.6342307016856499,132,0.9382445216178894,0.0008693717403424387,0.13157308101654053,1.358866377217195,1.3619666054393038,3,0.9501514434814453,0.000603825843977664,0.09148895740509033,0.16849782847943476,16,1873,896,41,936,7.492764711380005
robust,178,8,14,jpeg,3.19835633954271,93,0.7738832831382751,0.0033299099201474745,0.24978530406951904,1.8166023369466553,1.840061998029248,3,0.9119129180908203,0.0011021575912065979,0.09270292520523071,0.43202003026142266,19,1934,1031,19,884,8.219319343566895
standard,179,5,14,fractal_random,0.6892494556285322,126,0.991587221622467,0.0001546434935170013,0.049085646867752075,0.567701965511346,0.5694886917756986,3,0.9943903088569641,0.00010557205343250102,0.04505658149719238,0.17634760408529607,19,1901,1050,19,832,7.512442588806152
robust,179,5,14,blur,6.247830121135469,97,0.5687621831893921,0.012706829825054588,0.3669920563697815,5.0904004063560695,5.110837273561808,3,0.6390225887298584,0.008502818240883803,0.2887813150882721,0.18525307064031546,17,1924,952,36,936,8.021975040435791
standard,180,1,14,jpeg,0.8460860373698237,130,0.9825802445411682,0.00023302785892974302,0.09370691888034344,0.6213377085810008,0.6231919260011846,9,0.9904417991638184,0.0001264219246174328,0.06742634624242783,0.265632948497158,18,1897,995,18,884,7.393948554992676
robust,180,1,14,blur,2.34038043651524,138,0.9039101600646973,0.0017830014933669484,0.28459202870726585,1.829045448348324,1.829045448348324,8,0.9415788650512695,0.0010889997546214174,0.3334117792546749,0.2184837046955833,15,1869,840,15,1014,8.002929449081421
standard,181,8,14,blur,3.7882112741169807,94,0.7357568740844727,0.004671401255646809,0.41121578216552734,3.786652509545536,3.8054536475066225,8,0.7344053387641907,0.004714022647027988,0.3996937870979309,0.00041147772884126993,5,1932,280,1366,286,7.93623685836792
robust,181,8,14,fractal_random,6.772860857916995,51,0.36858072876930237,0.014932175846583386,0.4865539073944092,5.118178455215505,5.120591783240204,0,0.5761992335319519,0.008535306043962795,0.3590765446424484,0.2443107037652019,21,1976,1152,70,754,10.322652101516724
standard,182,7,14,jpeg,3.1133559136161746,133,0.939990758895874,0.0031552685692867216,0.24693700671195984,3.017537268502784,3.017537268502784,7,0.9438067078590393,0.002964040107218327,0.23717328906059265,0.0307766435229363,4,1893,224,1539,130,10.067737579345703
robust,182,7,14,blur,7.0968807031674634,143,0.6689992547035217,0.01639508975097355,0.48025768995285034,7.096873773087278,7.350352287127989,4,0.672461748123169,0.017587134987967015,0.46166494488716125,9.764966434014317e-07,12,1857,672,67,1118,9.95011591911316
